x,y,z,TgF
-0.1782,0.4856,0.629,0.814
-0.1751,0.4815,0.6302,0.812
-0.1746,0.4805,0.637,0.817
-0.1712,0.4803,0.6395,0.818
-0.1707,0.4771,0.6441,0.82
-0.1648,0.4737,0.6453,0.817
-0.1633,0.4686,0.6473,0.816
-0.1633,0.4681,0.6475,0.816
-0.1614,0.4649,0.6475,0.813
-0.1594,0.461,0.6473,0.81
-0.1594,0.4603,0.6444,0.808
-0.159,0.4576,0.64,0.803
-0.1592,0.4566,0.6341,0.797
-0.1602,0.4561,0.6299,0.794
-0.1616,0.4566,0.6268,0.792
-0.1643,0.4551,0.6256,0.791
-0.1692,0.4551,0.6238,0.791
-0.1746,0.4512,0.6212,0.787
-0.1812,0.4515,0.6165,0.785
-0.1895,0.4495,0.6148,0.785
-0.1951,0.451,0.6163,0.788
-0.2031,0.4498,0.6138,0.788
-0.2117,0.451,0.6194,0.795
-0.2158,0.4524,0.6192,0.797
-0.2207,0.4539,0.6224,0.801
-0.2237,0.4559,0.6229,0.804
-0.2246,0.4549,0.6246,0.805
-0.2232,0.4556,0.6256,0.805
-0.22,0.4549,0.626,0.805
-0.2193,0.4532,0.6253,0.803
-0.2188,0.4498,0.6268,0.802
-0.2141,0.4502,0.6277,0.802
-0.2107,0.4507,0.6273,0.801
-0.2063,0.4483,0.6273,0.798
-0.2049,0.4473,0.628,0.798
-0.1973,0.4476,0.6309,0.798
-0.1953,0.4434,0.6319,0.796
-0.19,0.4449,0.6299,0.794
-0.1836,0.4434,0.6273,0.79
-0.1787,0.4407,0.6275,0.787
-0.1736,0.4388,0.6243,0.783
-0.1702,0.4363,0.6214,0.778
-0.1641,0.4334,0.6146,0.77
-0.1597,0.4314,0.6126,0.766
-0.1543,0.4268,0.608,0.759
-0.1494,0.4295,0.6019,0.754
-0.1433,0.4302,0.597,0.75
-0.1389,0.4312,0.5916,0.745
-0.1392,0.4339,0.5855,0.742
-0.1377,0.4378,0.5772,0.737
-0.1382,0.441,0.5696,0.734
-0.1416,0.4434,0.5608,0.729
-0.1458,0.4451,0.5508,0.723
-0.1524,0.4463,0.5389,0.716
-0.1555,0.4458,0.5264,0.707
-0.1585,0.4415,0.5137,0.696
-0.1641,0.439,0.5003,0.686
-0.1668,0.4368,0.483,0.672
-0.1714,0.4314,0.4634,0.656
-0.1746,0.4297,0.4473,0.644
-0.178,0.4261,0.4288,0.63
-0.1795,0.4205,0.4139,0.617
-0.1819,0.4158,0.4058,0.609
-0.1819,0.4124,0.3985,0.602
-0.1839,0.408,0.3992,0.6
-0.1848,0.4019,0.3995,0.596
-0.1858,0.3999,0.4058,0.599
-0.187,0.398,0.41,0.601
-0.1848,0.3955,0.4212,0.607
-0.1839,0.3938,0.4329,0.613
-0.1807,0.3931,0.4502,0.624
-0.1804,0.3899,0.4656,0.634
-0.1807,0.3885,0.4834,0.646
-0.178,0.3865,0.5025,0.658
-0.1807,0.3882,0.5198,0.673
-0.1831,0.3868,0.5403,0.689
-0.1861,0.3833,0.5616,0.705
-0.1907,0.3826,0.5818,0.722
-0.1963,0.3809,0.6055,0.742
-0.2061,0.3789,0.6295,0.763
-0.2166,0.3767,0.6524,0.784
-0.2293,0.3758,0.6724,0.804
-0.2371,0.375,0.689,0.82
-0.2505,0.3736,0.7034,0.835
-0.2608,0.3758,0.7149,0.849
-0.2757,0.3758,0.7266,0.863
-0.293,0.3782,0.7374,0.879
-0.3123,0.3831,0.744,0.893
-0.333,0.3853,0.7535,0.909
-0.3531,0.3868,0.7557,0.919
-0.3716,0.3885,0.7559,0.928
-0.3897,0.3909,0.7552,0.935
-0.4102,0.3892,0.7503,0.94
-0.4278,0.3846,0.7464,0.942
-0.4427,0.3824,0.7376,0.941
-0.4537,0.3782,0.7271,0.937
-0.4622,0.375,0.7169,0.932
-0.4678,0.3724,0.7066,0.926
-0.4678,0.3684,0.6966,0.916
-0.4695,0.367,0.6851,0.908
-0.4683,0.3667,0.6732,0.898
-0.4671,0.3689,0.6566,0.886
-0.4676,0.3736,0.6424,0.878
-0.4683,0.3785,0.6275,0.87
-0.469,0.3811,0.6126,0.861
-0.4693,0.3875,0.5948,0.851
-0.4705,0.388,0.5777,0.84
-0.4756,0.3872,0.5635,0.833
-0.4805,0.386,0.5499,0.826
-0.4849,0.3838,0.545,0.824
-0.4898,0.3782,0.5374,0.82
-0.4961,0.3728,0.5359,0.82
-0.5037,0.3675,0.5391,0.824
-0.5086,0.3614,0.5452,0.829
-0.5174,0.3562,0.5574,0.84
-0.5252,0.3487,0.5677,0.848
-0.5291,0.3394,0.5818,0.857
-0.5333,0.3308,0.6026,0.87
-0.5391,0.3196,0.627,0.887
-0.544,0.3106,0.6529,0.905
-0.5484,0.2993,0.6861,0.928
-0.5521,0.2923,0.72,0.953
-0.5547,0.2803,0.7552,0.978
-0.5557,0.2725,0.7899,1.003
-0.5547,0.2642,0.8182,1.023
-0.5467,0.2569,0.8436,1.038
-0.5377,0.2466,0.8641,1.047
-0.5298,0.2395,0.8888,1.062
-0.5196,0.2332,0.9115,1.075
-0.5101,0.2288,0.9264,1.082
-0.5005,0.2227,0.9366,1.085
-0.491,0.2205,0.9444,1.087
-0.4825,0.2173,0.9483,1.086
-0.4803,0.2171,0.9496,1.086
-0.4778,0.2188,0.9417,1.078
-0.4754,0.219,0.93,1.067
-0.47,0.2217,0.9124,1.05
-0.4651,0.2259,0.8932,1.032
-0.4585,0.2312,0.869,1.009
-0.4566,0.2339,0.8407,0.985
-0.4524,0.2415,0.8109,0.959
-0.4502,0.252,0.7816,0.937
-0.4466,0.263,0.7533,0.914
-0.4461,0.2735,0.7261,0.895
-0.4427,0.2867,0.6971,0.874
-0.4402,0.2998,0.6697,0.856
-0.4351,0.3125,0.6475,0.84
-0.4371,0.3233,0.6251,0.828
-0.44,0.3352,0.6041,0.819
-0.4444,0.3462,0.5862,0.813
-0.4507,0.3531,0.5721,0.809
-0.4524,0.3616,0.5596,0.805
-0.4546,0.3677,0.5491,0.802
-0.46,0.3724,0.5411,0.802
-0.4637,0.3797,0.5396,0.806
-0.4742,0.3829,0.5367,0.812
-0.4815,0.3836,0.5403,0.819
-0.4905,0.3875,0.5416,0.827
-0.4983,0.3899,0.545,0.835
-0.5025,0.3912,0.5462,0.839
-0.5076,0.3914,0.5535,0.847
-0.5123,0.3919,0.5623,0.856
-0.5176,0.3899,0.5711,0.864
-0.5235,0.3863,0.5816,0.873
-0.5281,0.3848,0.588,0.879
-0.5381,0.3836,0.6004,0.893
-0.5423,0.3804,0.6114,0.901
-0.5503,0.378,0.6224,0.913
-0.5601,0.3755,0.6356,0.927
-0.5691,0.375,0.6461,0.939
-0.5772,0.3746,0.6544,0.95
-0.5919,0.3753,0.6617,0.964
-0.6055,0.3753,0.6644,0.974
-0.6185,0.377,0.6622,0.981
-0.6292,0.3785,0.6619,0.989
-0.6417,0.3777,0.6585,0.994
-0.65,0.3807,0.6568,0.999
-0.6561,0.3821,0.6517,1.001
-0.66,0.3846,0.6527,1.005
-0.6617,0.3875,0.6473,1.003
-0.6605,0.3948,0.6431,1.003
-0.6573,0.3999,0.637,0.999
-0.6519,0.4046,0.6285,0.992
-0.6417,0.409,0.6143,0.978
-0.6277,0.4126,0.6006,0.962
-0.6177,0.4168,0.5889,0.95
-0.6068,0.4202,0.5779,0.937
-0.598,0.4241,0.5648,0.925
-0.5899,0.4241,0.5547,0.914
-0.5792,0.4278,0.5464,0.904
-0.5699,0.4334,0.5403,0.897
-0.5665,0.4336,0.5381,0.894
-0.5606,0.4397,0.5418,0.895
-0.5628,0.4446,0.5516,0.905
-0.5672,0.4527,0.5628,0.918
-0.5745,0.4627,0.5762,0.936
-0.5823,0.4751,0.5899,0.955
-0.5884,0.4869,0.6048,0.974
-0.596,0.4988,0.6187,0.993
-0.6028,0.5118,0.6314,1.012
-0.6087,0.5252,0.6436,1.03
-0.618,0.5372,0.659,1.051
-0.6265,0.5511,0.6751,1.073
-0.6395,0.5604,0.6905,1.095
-0.6495,0.5711,0.7069,1.117
-0.6597,0.5794,0.723,1.137
-0.6632,0.5875,0.7479,1.159
-0.6636,0.5938,0.7723,1.179
-0.659,0.5963,0.7992,1.195
-0.6553,0.598,0.8328,1.217
-0.6509,0.5982,0.869,1.24
-0.6463,0.6011,0.9017,1.262
-0.6431,0.6016,0.9347,1.284
-0.64,0.5997,0.9615,1.301
-0.6373,0.5992,0.9847,1.317
-0.6348,0.6026,1.0011,1.33
-0.6321,0.6048,1.0111,1.337
-0.6331,0.6109,1.0143,1.343
-0.6307,0.6177,1.0138,1.344
-0.6319,0.627,1.0082,1.345
-0.6273,0.638,0.9981,1.34
-0.6241,0.6468,0.9886,1.336
-0.6224,0.6558,0.9769,1.331
-0.6194,0.6636,0.9627,1.323
-0.6136,0.6688,0.9513,1.315
-0.6107,0.6724,0.9378,1.306
-0.605,0.6776,0.9222,1.294
-0.5999,0.6837,0.9049,1.283
-0.5941,0.6876,0.8871,1.27
-0.5909,0.6947,0.8661,1.258
-0.5872,0.6993,0.8463,1.245
-0.588,0.7061,0.8258,1.235
-0.5899,0.71,0.8004,1.222
-0.5953,0.7159,0.7777,1.213
-0.6024,0.7237,0.7547,1.207
-0.6107,0.7349,0.7349,1.205
-0.6185,0.7467,0.7171,1.206
-0.6297,0.7608,0.7061,1.214
-0.6424,0.7762,0.6978,1.226
-0.6614,0.7918,0.6927,1.243
-0.6759,0.8101,0.69,1.261
-0.6942,0.8316,0.6885,1.284
-0.7113,0.8514,0.6881,1.305
-0.7362,0.8678,0.6917,1.332
-0.7603,0.8853,0.6973,1.359
-0.7872,0.9017,0.7078,1.391
-0.8126,0.9168,0.72,1.421
-0.8372,0.9315,0.7379,1.454
-0.859,0.9425,0.7554,1.482
-0.8778,0.9486,0.774,1.506
-0.8954,0.9579,0.7926,1.532
-0.9129,0.9632,0.8016,1.55
-0.9286,0.9662,0.8114,1.567
-0.9408,0.9676,0.8172,1.578
-0.9488,0.9664,0.8219,1.584
-0.952,0.9635,0.8255,1.586
-0.954,0.9574,0.8287,1.585
-0.9527,0.9518,0.8282,1.581
-0.9415,0.943,0.8243,1.567
-0.9334,0.9352,0.8204,1.555
-0.9161,0.9239,0.8136,1.535
-0.9019,0.9122,0.8004,1.512
-0.8768,0.899,0.7845,1.481
-0.8538,0.8849,0.7718,1.452
-0.828,0.8712,0.755,1.419
-0.8009,0.8573,0.7479,1.391
-0.7774,0.8426,0.7381,1.364
-0.7554,0.827,0.733,1.339
-0.7359,0.8128,0.7298,1.317
-0.7166,0.8031,0.7305,1.301
-0.6993,0.7926,0.7305,1.285
-0.689,0.7852,0.7335,1.276
-0.6846,0.7816,0.7359,1.273
-0.6871,0.783,0.7423,1.279
-0.6949,0.7865,0.7437,1.286
-0.703,0.7933,0.7462,1.296
-0.7108,0.7994,0.7496,1.306
-0.7178,0.8104,0.7515,1.318
-0.7193,0.8209,0.7557,1.328
-0.7244,0.8299,0.752,1.334
-0.7244,0.8377,0.7496,1.337
-0.72,0.8455,0.742,1.336
-0.7156,0.8473,0.7349,1.33
-0.7083,0.8504,0.721,1.321
-0.7069,0.8502,0.7093,1.314
-0.7047,0.8477,0.6964,1.304
-0.7027,0.8424,0.6871,1.294
-0.6951,0.8375,0.6883,1.288
-0.6881,0.8319,0.7,1.287
-0.6871,0.8226,0.7152,1.288
-0.6927,0.8128,0.7381,1.298
-0.7095,0.8009,0.764,1.315
-0.7298,0.7896,0.7999,1.34
-0.7457,0.7789,0.8402,1.367
-0.7647,0.7664,0.8807,1.396
-0.7804,0.7606,0.9073,1.418
-0.794,0.7576,0.9391,1.444
-0.8082,0.7542,0.9737,1.473
-0.8275,0.7491,1.0006,1.499
-0.8468,0.7467,1.004,1.511
-0.8656,0.7418,0.9964,1.514
-0.8824,0.7379,0.9833,1.513
-0.8895,0.7323,0.9735,1.508
-0.8885,0.7352,0.9591,1.5
-0.9007,0.7537,0.9376,1.503
-0.9132,0.7894,0.9186,1.517
-0.9249,0.8397,0.8922,1.535
-0.9615,0.8914,0.8636,1.57
-1.0316,0.9415,0.8285,1.624
-1.1207,0.9776,0.7982,1.688
-1.2096,0.9925,0.7813,1.749
-1.2831,0.9957,0.7745,1.799
-1.3356,0.9896,0.7806,1.836
-1.3607,0.9791,0.7999,1.857
-1.3705,0.9688,0.8297,1.872
-1.3685,0.9554,0.8602,1.878
-1.3583,0.9374,0.8858,1.873
-1.3429,0.9149,0.9076,1.861
-1.3224,0.8905,0.9291,1.845
-1.2963,0.8634,0.9498,1.824
-1.267,0.8292,0.9664,1.796
-1.233,0.7906,0.985,1.765
-1.1876,0.742,1.003,1.723
-1.1298,0.6881,1.0277,1.675
-1.0587,0.6258,1.0626,1.625
-0.9828,0.565,1.0953,1.576
-0.9173,0.5047,1.1263,1.538
-0.8538,0.4473,1.1605,1.509
-0.7938,0.3919,1.1915,1.484
-0.741,0.3431,1.2137,1.463
-0.69,0.2971,1.2365,1.447
-0.6483,0.2574,1.2579,1.438
-0.6131,0.2251,1.2745,1.432
-0.5894,0.2053,1.2914,1.434
-0.5765,0.1963,1.3053,1.44
-0.5743,0.2022,1.3143,1.449
-0.5753,0.2244,1.3131,1.451
-0.5814,0.2561,1.308,1.454
-0.5989,0.2959,1.2973,1.459
-0.6192,0.3365,1.2792,1.46
-0.6434,0.3765,1.267,1.47
-0.6798,0.4119,1.2484,1.48
-0.7283,0.4498,1.225,1.494
-0.7916,0.4874,1.205,1.522
-0.87,0.5245,1.1901,1.565
-0.9537,0.5606,1.1815,1.619
-1.046,0.5967,1.1801,1.686
-1.1258,0.6309,1.1923,1.757
-1.1925,0.6641,1.223,1.833
-1.2438,0.6949,1.264,1.905
-1.2806,0.7198,1.3058,1.966
-1.3075,0.7403,1.3483,2.019
-1.3214,0.7489,1.3878,2.057
-1.3295,0.7496,1.4181,2.083
-1.3346,0.7381,1.4374,2.096
-1.3375,0.7203,1.4457,2.097
-1.3378,0.6976,1.4423,2.087
-1.3427,0.6705,1.4306,2.073
-1.3488,0.6456,1.412,2.057
-1.3551,0.628,1.3859,2.037
-1.3634,0.6136,1.3617,2.022
-1.3764,0.6038,1.3361,2.011
-1.3888,0.5987,1.3065,1.999
-1.4062,0.596,1.2709,1.987
-1.4345,0.5936,1.2343,1.983
-1.4662,0.5865,1.1947,1.98
-1.4943,0.5755,1.16,1.977
-1.5126,0.5626,1.1197,1.964
-1.5233,0.5445,1.0821,1.946
-1.5429,0.5347,1.0514,1.942
-1.557,0.5257,1.0287,1.939
-1.5612,0.5213,1.0001,1.926
-1.539,0.5191,0.9696,1.892
-1.5124,0.5215,0.9361,1.854
-1.4821,0.5247,0.9061,1.815
-1.4455,0.5242,0.8883,1.776
-1.4057,0.5184,0.8761,1.736
-1.3607,0.5103,0.8768,1.697
-1.3134,0.4971,0.8858,1.66
-1.2711,0.4832,0.8958,1.628
-1.2299,0.4668,0.8988,1.593
-1.1989,0.4519,0.8973,1.564
-1.1735,0.4329,0.8873,1.534
-1.1534,0.4056,0.8663,1.498
-1.1468,0.3697,0.8399,1.469
-1.1554,0.3284,0.815,1.452
-1.1752,0.2862,0.7904,1.445
-1.1896,0.2432,0.7596,1.432
-1.1954,0.2073,0.7308,1.416
-1.1974,0.1734,0.699,1.397
-1.1932,0.1436,0.6812,1.381
-1.1901,0.1145,0.6693,1.37
-1.1979,0.094,0.6634,1.373
-1.2089,0.0759,0.6524,1.376
-1.2155,0.0625,0.6365,1.373
-1.2201,0.0547,0.6182,1.369
-1.2218,0.0476,0.597,1.361
-1.2313,0.0464,0.5657,1.356
-1.2526,0.0418,0.545,1.367
-1.2977,0.0403,0.5162,1.397
-1.3668,0.0308,0.4871,1.451
-1.4616,0.0068,0.4541,1.531
-1.5722,-0.0388,0.4136,1.626
-1.683,-0.1089,0.3496,1.722
-1.78,-0.208,0.2801,1.814
-1.8569,-0.3362,0.2092,1.899
-1.9003,-0.4817,0.1372,1.965
-1.9011,-0.6368,0.0618,2.006
-1.8591,-0.7901,-0.0418,2.02
-1.7802,-0.9254,-0.1692,2.013
-1.6789,-1.0411,-0.3208,2.001
-1.571,-1.1383,-0.4927,2.002
-1.4628,-1.2145,-0.6741,2.017
-1.3656,-1.2714,-0.8526,2.051
-1.2872,-1.3019,-1.0238,2.098
-1.2333,-1.3046,-1.1686,2.142
-1.2118,-1.2831,-1.2772,2.179
-1.2147,-1.2352,-1.3446,2.193
-1.2501,-1.1666,-1.3632,2.187
-1.3217,-1.0785,-1.3085,2.15
-1.4245,-0.982,-1.1847,2.097
-1.5478,-0.8944,-1.0025,2.05
-1.683,-0.8263,-0.7291,2.012
-1.8188,-0.7747,-0.4104,2.019
-1.9397,-0.7325,-0.0845,2.075
-2.0188,-0.6951,0.2503,2.15
-2.0569,-0.6475,0.5992,2.238
-2.0522,-0.5833,0.9508,2.336
-2.0073,-0.4961,1.2926,2.438
-1.9233,-0.3809,1.6242,2.546
-1.8041,-0.2307,1.9619,2.675
-1.6645,-0.0469,2.2786,2.822
-1.5192,0.1651,2.5371,2.962
-1.3615,0.4012,2.8001,3.139
-1.1981,0.6412,2.9786,3.274
-1.0331,0.8673,3.0875,3.369
-0.8626,1.056,3.1253,3.41
-0.71,1.191,3.1011,3.397
-0.5755,1.2738,3.0286,3.336
-0.4595,1.3056,2.9109,3.223
-0.3516,1.2938,2.7705,3.078
-0.2417,1.2611,2.6121,2.911
-0.1209,1.2279,2.4522,2.745
0.002,1.2054,2.3081,2.604
0.1135,1.1949,2.1665,2.477
0.219,1.2111,2.031,2.375
0.3228,1.2572,1.9108,2.31
0.4017,1.3197,1.7917,2.261
0.4427,1.3859,1.6357,2.189
0.4488,1.4438,1.4477,2.093
0.4185,1.497,1.226,1.98
0.3728,1.5526,0.985,1.876
0.3272,1.6127,0.7264,1.799
0.2842,1.6872,0.4573,1.771
0.251,1.7768,0.1868,1.804
0.2215,1.8749,-0.0786,1.89
0.1953,1.9887,-0.3233,2.024
0.1704,2.1035,-0.5425,2.179
0.1448,2.2107,-0.7232,2.33
0.1189,2.3081,-0.8636,2.467
0.0911,2.394,-0.9493,2.577
0.0542,2.4587,-0.9808,2.648
0.0139,2.5066,-0.9544,2.682
-0.0249,2.5335,-0.8783,2.681
-0.0518,2.534,-0.7579,2.645
-0.0584,2.5083,-0.5855,2.576
-0.0786,2.4568,-0.3912,2.489
-0.1043,2.3806,-0.2009,2.391
-0.1135,2.3003,-0.0308,2.303
-0.1091,2.2182,0.1673,2.227
-0.0913,2.1433,0.3794,2.179
-0.0547,2.0698,0.6129,2.159
0.0139,1.9929,0.8683,2.174
0.1028,1.9094,1.1256,2.219
0.1953,1.8308,1.3759,2.298
0.2884,1.7575,1.6076,2.399
0.3792,1.6879,1.8124,2.506
0.46,1.6198,1.9741,2.595
0.5267,1.5561,2.0771,2.648
0.5806,1.4906,2.1521,2.682
0.6231,1.4208,2.1865,2.681
0.659,1.3483,2.1677,2.636
0.6956,1.2741,2.123,2.572
0.7279,1.2023,2.0515,2.487
0.7525,1.1427,1.9721,2.4
0.7667,1.0943,1.8798,2.306
0.7796,1.0646,1.7756,2.212
0.7716,1.0533,1.6471,2.102
0.7342,1.067,1.506,1.986
0.6856,1.1046,1.3646,1.885
0.6773,1.15,1.2328,1.817
0.6851,1.191,1.1276,1.777
0.69,1.2279,1.0223,1.74
0.6881,1.2606,0.9129,1.702
0.6873,1.278,0.8016,1.658
0.6917,1.2846,0.6763,1.608
0.7042,1.2855,0.5418,1.563
0.7315,1.2782,0.4029,1.527
0.7725,1.2672,0.2644,1.508
0.8192,1.2572,0.1226,1.506
0.8734,1.2421,-0.0122,1.518
0.9278,1.2299,-0.1314,1.546
0.9732,1.2169,-0.2305,1.575
1.0045,1.2057,-0.2998,1.598
1.0235,1.1949,-0.3404,1.61
1.0253,1.1891,-0.3506,1.609
1.006,1.1835,-0.3306,1.588
0.9671,1.1805,-0.2903,1.553
0.9019,1.1764,-0.24,1.502
0.8326,1.1771,-0.19,1.454
0.7572,1.1893,-0.1607,1.419
0.6805,1.2103,-0.1541,1.397
0.6102,1.2347,-0.1695,1.388
0.5464,1.2658,-0.1856,1.391
0.4915,1.3004,-0.1944,1.404
0.4466,1.3346,-0.1934,1.421
0.4002,1.3749,-0.1753,1.443
0.3367,1.4127,-0.1406,1.459
0.2503,1.444,-0.0947,1.469
0.1411,1.4647,-0.0315,1.472
0.0159,1.4733,0.0498,1.474
-0.1211,1.4767,0.1438,1.489
-0.2613,1.4704,0.2427,1.513
-0.4009,1.4643,0.3514,1.558
-0.5484,1.4516,0.4729,1.622
-0.6944,1.4398,0.6068,1.71
-0.8512,1.4352,0.7581,1.833
-1.0094,1.4359,0.9024,1.974
-1.1661,1.4359,1.0218,2.113
-1.3051,1.4289,1.1122,2.232
-1.4118,1.4032,1.1688,2.308
-1.4533,1.3615,1.1881,2.319
-1.4127,1.307,1.1681,2.251
-1.2838,1.245,1.1031,2.101
-1.09,1.182,1.0008,1.894
-0.8768,1.1151,0.8744,1.666
-0.6837,1.055,0.7403,1.459
-0.5428,0.9989,0.6168,1.293
-0.4688,0.9491,0.5254,1.182
-0.469,0.9059,0.4551,1.117
-0.5242,0.8739,0.3833,1.089
-0.6068,0.8412,0.3025,1.08
-0.6937,0.8143,0.2215,1.092
-0.7789,0.7843,0.1409,1.114
-0.8814,0.7598,0.0525,1.165
-0.9923,0.7396,-0.0479,1.239
-1.1073,0.722,-0.1538,1.331
-1.2162,0.7017,-0.2801,1.432
-1.3097,0.682,-0.4165,1.534
-1.3881,0.6629,-0.5606,1.637
-1.4557,0.6436,-0.7149,1.745
-1.5226,0.6307,-0.8724,1.865
-1.5754,0.6224,-1.0384,1.987
-1.5744,0.6153,-1.1815,2.062
-1.655,0.6417,-1.3534,2.232
-1.7001,0.6842,-1.5631,2.409
-1.7201,0.7276,-1.7443,2.556
-1.7297,0.7694,-1.8947,2.678
-1.7346,0.8082,-2.0434,2.8
-1.6928,0.8519,-2.2034,2.906
-1.6425,0.8809,-2.3245,2.979
-1.5763,0.9056,-2.4131,3.021
-1.5021,0.9203,-2.4754,3.038
-1.4269,0.9315,-2.5061,3.031
-1.3549,0.9317,-2.5042,2.996
-1.2814,0.9244,-2.4717,2.934
-1.1996,0.9044,-2.3943,2.827
-1.1268,0.8751,-2.2798,2.689
-1.0897,0.8309,-2.1504,2.55
-1.0863,0.7733,-2.0356,2.433
-1.09,0.7066,-1.9228,2.32
-1.0792,0.6485,-1.8305,2.222
-1.0792,0.5953,-1.7192,2.115
-1.0765,0.5298,-1.6032,2.002
-1.0509,0.4549,-1.4843,1.875
-1.0206,0.3919,-1.3583,1.744
-0.9745,0.3384,-1.2389,1.612
-0.9198,0.2959,-1.1141,1.475
-0.8617,0.2671,-0.9918,1.341
-0.8079,0.2478,-0.8785,1.219
-0.7589,0.2322,-0.7799,1.113
-0.7108,0.2171,-0.6915,1.015
-0.6707,0.2005,-0.6212,0.936
-0.6368,0.1846,-0.5648,0.871
-0.6102,0.1599,-0.5254,0.821
-0.5904,0.1289,-0.5003,0.785
-0.5762,0.0938,-0.4905,0.763
-0.5682,0.0588,-0.4883,0.751
-0.5611,0.0273,-0.4952,0.749
-0.5601,-0.0061,-0.5032,0.753
-0.5589,-0.0325,-0.5135,0.76
-0.5648,-0.0515,-0.5225,0.771
-0.5665,-0.0623,-0.533,0.78
-0.5691,-0.0667,-0.5362,0.785
-0.5687,-0.0654,-0.5423,0.789
-0.5689,-0.0606,-0.5494,0.793
-0.5701,-0.0557,-0.5626,0.803
-0.5677,-0.0491,-0.5757,0.81
-0.5594,-0.0503,-0.598,0.82
-0.5445,-0.0513,-0.6177,0.825
-0.5245,-0.0566,-0.6461,0.834
-0.5022,-0.0635,-0.6807,0.848
-0.4773,-0.0735,-0.7191,0.866
-0.4446,-0.0857,-0.7515,0.877
-0.4095,-0.0989,-0.7789,0.885
-0.3711,-0.1062,-0.8004,0.889
-0.3348,-0.1174,-0.8119,0.886
-0.2967,-0.1204,-0.816,0.877
-0.2661,-0.1196,-0.8094,0.86
-0.2407,-0.116,-0.7996,0.843
-0.2171,-0.1133,-0.7899,0.827
-0.2012,-0.1062,-0.7764,0.809
-0.1931,-0.0984,-0.7623,0.793
-0.1944,-0.0896,-0.7435,0.774
-0.197,-0.0808,-0.7276,0.758
-0.2031,-0.0689,-0.7169,0.748
-0.2022,-0.0613,-0.7042,0.735
-0.2027,-0.0505,-0.6942,0.725
-0.2051,-0.0388,-0.6798,0.711
-0.2073,-0.0251,-0.6641,0.696
-0.21,-0.0107,-0.6466,0.68
-0.2168,0.002,-0.6287,0.665
-0.2256,0.0156,-0.6099,0.651
-0.2324,0.0293,-0.5897,0.634
-0.2425,0.0408,-0.5772,0.627
-0.2537,0.0508,-0.5616,0.618
-0.2627,0.0645,-0.5518,0.615
-0.2732,0.0808,-0.543,0.613
-0.2857,0.1016,-0.5313,0.612
-0.2962,0.1187,-0.514,0.605
-0.3055,0.1367,-0.4964,0.599
-0.3125,0.156,-0.4761,0.591
-0.316,0.1721,-0.4551,0.58
-0.3164,0.1843,-0.4397,0.572
-0.3106,0.1939,-0.429,0.564
-0.2971,0.2058,-0.4244,0.557
-0.2722,0.2144,-0.4258,0.549
-0.2412,0.2241,-0.4351,0.546
-0.2039,0.232,-0.4502,0.546
-0.1668,0.2439,-0.4661,0.552
-0.1294,0.2525,-0.4876,0.564
-0.0967,0.2617,-0.5108,0.582
-0.0647,0.2696,-0.535,0.603
-0.0444,0.2781,-0.5618,0.628
-0.0251,0.2869,-0.5914,0.658
-0.0115,0.2971,-0.6265,0.694
-0.0049,0.3113,-0.6607,0.73
-0.001,0.3279,-0.6993,0.772
-0.0007,0.3457,-0.7315,0.809
-0.0068,0.3645,-0.7596,0.843
-0.0212,0.3841,-0.7811,0.871
-0.0479,0.406,-0.8079,0.906
-0.0781,0.4273,-0.8297,0.937
-0.1182,0.4463,-0.8451,0.963
-0.1597,0.4683,-0.8604,0.993
-0.2061,0.4918,-0.8729,1.023
-0.2439,0.5132,-0.8844,1.051
-0.284,0.5406,-0.8929,1.082
-0.3152,0.5662,-0.8995,1.109
-0.3465,0.5943,-0.9056,1.137
-0.3765,0.6192,-0.9132,1.166
-0.409,0.6461,-0.9281,1.202
-0.4439,0.6705,-0.941,1.238
-0.4834,0.6956,-0.9635,1.283
-0.5289,0.721,-0.9855,1.331
-0.5726,0.7435,-1.0065,1.376
-0.6153,0.7652,-1.0282,1.422
-0.6544,0.7877,-1.0502,1.467
-0.6973,0.8126,-1.0734,1.516
-0.7342,0.8348,-1.0965,1.562
-0.7684,0.8587,-1.1132,1.602
-0.7977,0.8829,-1.1339,1.644
-0.8236,0.9071,-1.1478,1.679
-0.8453,0.9283,-1.1647,1.713
-0.8578,0.9439,-1.183,1.74
-0.8639,0.9542,-1.2013,1.761
-0.8573,0.9598,-1.2147,1.77
-0.8485,0.9584,-1.225,1.772
-0.8297,0.9532,-1.2291,1.763
-0.8023,0.9415,-1.2306,1.745
-0.7706,0.9242,-1.2291,1.72
-0.7384,0.9046,-1.2223,1.69
-0.7042,0.879,-1.2108,1.654
-0.6715,0.8551,-1.1945,1.615
-0.6429,0.8248,-1.1739,1.572
-0.6163,0.7938,-1.1493,1.527
-0.5906,0.7625,-1.1193,1.478
-0.5677,0.7325,-1.0851,1.427
-0.5482,0.7032,-1.0489,1.377
-0.5306,0.6705,-1.0126,1.325
-0.514,0.6451,-0.9742,1.276
-0.4993,0.6187,-0.9398,1.231
-0.4817,0.5955,-0.9037,1.185
-0.4664,0.575,-0.8705,1.143
-0.4498,0.5557,-0.8394,1.103
-0.4351,0.5394,-0.8114,1.067
-0.4202,0.5196,-0.7879,1.033
-0.406,0.5035,-0.7655,1.002
